locus_tag	ftype	length_bp	gene	EC_number	COG	product
PGJBDIIN_01163	CDS	825				hypothetical protein
PGJBDIIN_01164	CDS	1830	recR			Recombination protein RecR
PGJBDIIN_01165	CDS	420	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
PGJBDIIN_01166	CDS	312				hypothetical protein
PGJBDIIN_01167	CDS	435				hypothetical protein
PGJBDIIN_01168	CDS	948	hemH	4.99.1.1	COG0276	Ferrochelatase
PGJBDIIN_01169	CDS	798				hypothetical protein
PGJBDIIN_01170	CDS	1161				hypothetical protein
PGJBDIIN_01171	CDS	555	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
PGJBDIIN_01172	CDS	1491	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
PGJBDIIN_01173	CDS	942				hypothetical protein
PGJBDIIN_01174	CDS	1008				hypothetical protein
PGJBDIIN_01175	CDS	261	acpP		COG0236	Acyl carrier protein
PGJBDIIN_01176	CDS	1272	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
PGJBDIIN_01177	CDS	837				hypothetical protein
PGJBDIIN_01178	CDS	1278	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
PGJBDIIN_01179	CDS	855	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
PGJBDIIN_01180	CDS	1785				hypothetical protein
PGJBDIIN_01181	CDS	2343	priA	3.6.4.-		primosomal protein N'
PGJBDIIN_01182	CDS	600	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
PGJBDIIN_01183	CDS	2703	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
PGJBDIIN_01184	tRNA	73				tRNA-Val(tac)
PGJBDIIN_01185	CDS	876				hypothetical protein
PGJBDIIN_01186	CDS	363				hypothetical protein
PGJBDIIN_01187	CDS	528	bioY		COG1268	Biotin transporter BioY
PGJBDIIN_01188	CDS	558				hypothetical protein
PGJBDIIN_01189	CDS	792	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
PGJBDIIN_01190	CDS	876	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
PGJBDIIN_01191	CDS	1152	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
PGJBDIIN_01192	CDS	201				hypothetical protein
PGJBDIIN_01193	tRNA	76				tRNA-Pro(tgg)
PGJBDIIN_01194	CDS	687	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PGJBDIIN_01195	tRNA	73				tRNA-Glu(ttc)
PGJBDIIN_01196	CDS	1245				hypothetical protein
PGJBDIIN_01197	CDS	825	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
PGJBDIIN_01198	CDS	2544	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
PGJBDIIN_01199	CDS	843	parA			Chromosome partitioning protein ParA
PGJBDIIN_01200	CDS	852	parB		COG1475	putative chromosome-partitioning protein ParB
PGJBDIIN_01201	CDS	552				hypothetical protein
PGJBDIIN_01202	rRNA	1499				16S ribosomal RNA
PGJBDIIN_01203	CDS	378				hypothetical protein
PGJBDIIN_01204	CDS	1239				hypothetical protein
PGJBDIIN_01205	CDS	582	algA_1		COG0662	Alginate biosynthesis protein AlgA
PGJBDIIN_01206	CDS	381			COG3039	IS5 family transposase ISWpi1
PGJBDIIN_01207	CDS	342			COG3039	IS5 family transposase ISWpi1
PGJBDIIN_01208	CDS	774	algA_2		COG0662	Alginate biosynthesis protein AlgA
PGJBDIIN_01209	CDS	1209				hypothetical protein
PGJBDIIN_01210	CDS	1230	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
PGJBDIIN_01211	CDS	732				hypothetical protein
PGJBDIIN_01212	CDS	1221				hypothetical protein
PGJBDIIN_01213	CDS	873	atpG		COG0224	ATP synthase gamma chain
PGJBDIIN_01214	CDS	1335	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
PGJBDIIN_01215	CDS	252	cspA		COG1278	Cold shock protein CspA
PGJBDIIN_01216	CDS	1227	cshA	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
PGJBDIIN_01217	CDS	2307	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
PGJBDIIN_01218	CDS	900	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
PGJBDIIN_01219	tRNA	73				tRNA-Cys(gca)
PGJBDIIN_01220	CDS	1068	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
PGJBDIIN_01221	CDS	705	rnc	3.1.26.3		Ribonuclease 3
PGJBDIIN_01222	CDS	543				hypothetical protein
PGJBDIIN_01223	CDS	501	pld	3.1.4.4		Phospholipase D
PGJBDIIN_01224	CDS	825				hypothetical protein
PGJBDIIN_01225	CDS	636	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
PGJBDIIN_01226	CDS	498				hypothetical protein
PGJBDIIN_01227	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
PGJBDIIN_01228	CDS	510				hypothetical protein
PGJBDIIN_01229	CDS	1719	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
PGJBDIIN_01230	CDS	573				hypothetical protein
PGJBDIIN_01231	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
PGJBDIIN_01232	CDS	594				hypothetical protein
PGJBDIIN_01233	CDS	1842	ftsH_3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
PGJBDIIN_01234	CDS	1296	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
PGJBDIIN_01235	CDS	480	pal			Peptidoglycan-associated lipoprotein
PGJBDIIN_01236	CDS	1425		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
PGJBDIIN_01237	CDS	1077	mreB			Cell shape-determining protein MreB
PGJBDIIN_01238	CDS	1113	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
PGJBDIIN_01239	CDS	351				hypothetical protein
PGJBDIIN_01240	CDS	654				hypothetical protein
PGJBDIIN_01241	CDS	507	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
PGJBDIIN_01242	tRNA	93				tRNA-Ser(gct)
PGJBDIIN_01243	CDS	1242	surA_2	5.2.1.8		Chaperone SurA
PGJBDIIN_01244	CDS	621				hypothetical protein
PGJBDIIN_01245	CDS	552		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
PGJBDIIN_01246	CDS	99				hypothetical protein
PGJBDIIN_01247	CDS	819				hypothetical protein
PGJBDIIN_01248	CDS	147				hypothetical protein
PGJBDIIN_01249	CDS	756	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
PGJBDIIN_01250	CDS	309				hypothetical protein
PGJBDIIN_01251	CDS	1548	ftsI	3.4.16.4		putative peptidoglycan D,D-transpeptidase FtsI
PGJBDIIN_01252	CDS	930	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PGJBDIIN_01253	CDS	1896	htpG		COG0326	Chaperone protein HtpG
PGJBDIIN_01254	CDS	2766				hypothetical protein
PGJBDIIN_01255	CDS	1227	hemA	2.3.1.37	COG0156	5-aminolevulinate synthase
PGJBDIIN_01256	CDS	696	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
PGJBDIIN_01257	CDS	567	efp			Elongation factor P
PGJBDIIN_01258	CDS	507	rimM		COG0806	Ribosome maturation factor RimM
PGJBDIIN_01259	CDS	1176	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
PGJBDIIN_01260	CDS	1428	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PGJBDIIN_01261	CDS	480	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
PGJBDIIN_01262	CDS	1098	recF		COG1195	DNA replication and repair protein RecF
PGJBDIIN_01263	CDS	216				hypothetical protein
PGJBDIIN_01264	CDS	171				hypothetical protein
PGJBDIIN_01265	CDS	180				hypothetical protein
PGJBDIIN_01266	CDS	354				hypothetical protein
PGJBDIIN_01267	CDS	327				hypothetical protein
PGJBDIIN_01268	CDS	816				hypothetical protein
PGJBDIIN_01269	CDS	756				hypothetical protein
PGJBDIIN_01270	CDS	3456	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
PGJBDIIN_01271	CDS	261				hypothetical protein
PGJBDIIN_01272	CDS	384				hypothetical protein
PGJBDIIN_01273	CDS	981		2.3.1.43		Phosphatidylcholine-sterol acyltransferase
PGJBDIIN_01274	CDS	1926	rpoD		COG0568	RNA polymerase sigma factor RpoD
PGJBDIIN_01275	CDS	312	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
PGJBDIIN_01276	CDS	420				hypothetical protein
PGJBDIIN_01277	CDS	528				hypothetical protein
PGJBDIIN_01278	CDS	288				hypothetical protein
PGJBDIIN_01279	CDS	210				hypothetical protein
PGJBDIIN_01280	CDS	408	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
PGJBDIIN_01281	CDS	297				hypothetical protein
PGJBDIIN_01282	CDS	495	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PGJBDIIN_01283	CDS	1827	mutL_2			DNA mismatch repair protein MutL
PGJBDIIN_01284	CDS	2655	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
PGJBDIIN_01285	CDS	789				hypothetical protein
PGJBDIIN_01286	CDS	597				hypothetical protein
PGJBDIIN_01287	CDS	759				hypothetical protein
PGJBDIIN_01288	CDS	153				hypothetical protein
PGJBDIIN_01289	CDS	1080				hypothetical protein
PGJBDIIN_01290	CDS	1479	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
PGJBDIIN_01291	CDS	177				hypothetical protein
PGJBDIIN_01292	CDS	225				hypothetical protein
PGJBDIIN_01293	CDS	858	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
PGJBDIIN_01294	CDS	348	rbfA			Ribosome-binding factor A
PGJBDIIN_01295	CDS	2325	infB			Translation initiation factor IF-2
PGJBDIIN_01296	CDS	1563	nusA		COG0195	Transcription termination/antitermination protein NusA
PGJBDIIN_01297	CDS	3075	ttgE			Toluene efflux pump membrane transporter TtgE
PGJBDIIN_01298	CDS	723				hypothetical protein
PGJBDIIN_01299	CDS	738				hypothetical protein
