locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHLCDNJP_01172	CDS	1494				hypothetical protein
EHLCDNJP_01173	CDS	486				hypothetical protein
EHLCDNJP_01174	CDS	492				hypothetical protein
EHLCDNJP_01175	CDS	1365	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EHLCDNJP_01176	CDS	825				hypothetical protein
EHLCDNJP_01177	CDS	1221				hypothetical protein
EHLCDNJP_01178	CDS	606	recR		COG0353	Recombination protein RecR
EHLCDNJP_01179	CDS	420	ndk	2.7.4.6		Nucleoside diphosphate kinase
EHLCDNJP_01180	CDS	312				hypothetical protein
EHLCDNJP_01181	CDS	435				hypothetical protein
EHLCDNJP_01182	CDS	948	hemH	4.99.1.1	COG0276	Ferrochelatase
EHLCDNJP_01183	CDS	798				hypothetical protein
EHLCDNJP_01184	CDS	1161				hypothetical protein
EHLCDNJP_01185	CDS	555	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
EHLCDNJP_01186	CDS	1491	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
EHLCDNJP_01187	CDS	942				hypothetical protein
EHLCDNJP_01188	CDS	1008				hypothetical protein
EHLCDNJP_01189	CDS	261	acpP		COG0236	Acyl carrier protein
EHLCDNJP_01190	CDS	1272	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
EHLCDNJP_01191	CDS	837				hypothetical protein
EHLCDNJP_01192	CDS	1278	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
EHLCDNJP_01193	CDS	855	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
EHLCDNJP_01194	CDS	1785				hypothetical protein
EHLCDNJP_01195	CDS	2343	priA	3.6.4.-		primosomal protein N'
EHLCDNJP_01196	CDS	600	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
EHLCDNJP_01197	CDS	2703	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
EHLCDNJP_01198	tRNA	73				tRNA-Val(tac)
EHLCDNJP_01199	CDS	876	cpoB			Cell division coordinator CpoB
EHLCDNJP_01200	CDS	363				hypothetical protein
EHLCDNJP_01201	CDS	528	bioY		COG1268	Biotin transporter BioY
EHLCDNJP_01202	CDS	588	rutE	1.1.1.298		malonic semialdehyde reductase RutE
EHLCDNJP_01203	CDS	792	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
EHLCDNJP_01204	CDS	876	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
EHLCDNJP_01205	CDS	1152	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
EHLCDNJP_01206	CDS	201				hypothetical protein
EHLCDNJP_01207	tRNA	76				tRNA-Pro(tgg)
EHLCDNJP_01208	CDS	687	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
EHLCDNJP_01209	tRNA	73				tRNA-Glu(ttc)
EHLCDNJP_01210	CDS	1245				hypothetical protein
EHLCDNJP_01211	CDS	825	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
EHLCDNJP_01212	CDS	2481	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
EHLCDNJP_01213	CDS	843	parA			Chromosome partitioning protein ParA
EHLCDNJP_01214	CDS	852	parB		COG1475	putative chromosome-partitioning protein ParB
EHLCDNJP_01215	CDS	615				hypothetical protein
EHLCDNJP_01216	rRNA	1501				16S ribosomal RNA
EHLCDNJP_01217	CDS	378				hypothetical protein
EHLCDNJP_01218	CDS	1239				hypothetical protein
EHLCDNJP_01219	CDS	582	algA_1		COG0662	Alginate biosynthesis protein AlgA
EHLCDNJP_01220	CDS	381			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_01221	CDS	342			COG3039	IS5 family transposase ISWpi1
EHLCDNJP_01222	CDS	774	algA_2		COG0662	Alginate biosynthesis protein AlgA
EHLCDNJP_01223	CDS	1209				hypothetical protein
EHLCDNJP_01224	CDS	1230	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
EHLCDNJP_01225	CDS	732				hypothetical protein
EHLCDNJP_01226	CDS	1221				hypothetical protein
EHLCDNJP_01227	CDS	873	atpG_2		COG0224	ATP synthase gamma chain
EHLCDNJP_01228	CDS	1335	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
EHLCDNJP_01229	CDS	252	cspA		COG1278	Cold shock protein CspA
EHLCDNJP_01230	CDS	1227	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
EHLCDNJP_01231	CDS	2307	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
EHLCDNJP_01232	CDS	900	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
EHLCDNJP_01233	tRNA	73				tRNA-Cys(gca)
EHLCDNJP_01234	CDS	1068	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
EHLCDNJP_01235	CDS	705	rnc	3.1.26.3		Ribonuclease 3
EHLCDNJP_01236	CDS	543				hypothetical protein
EHLCDNJP_01237	CDS	501	pld	3.1.4.4		Phospholipase D
EHLCDNJP_01238	CDS	825				hypothetical protein
EHLCDNJP_01239	CDS	636	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
EHLCDNJP_01240	CDS	498				hypothetical protein
EHLCDNJP_01241	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
EHLCDNJP_01242	CDS	510				hypothetical protein
EHLCDNJP_01243	CDS	1719	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
EHLCDNJP_01244	CDS	573				hypothetical protein
EHLCDNJP_01245	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
EHLCDNJP_01246	CDS	594				hypothetical protein
EHLCDNJP_01247	CDS	1842	ftsH_3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
EHLCDNJP_01248	CDS	1296	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
EHLCDNJP_01249	CDS	480	pal			Peptidoglycan-associated lipoprotein
EHLCDNJP_01250	CDS	1344		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
EHLCDNJP_01251	CDS	1077	mreB			Cell shape-determining protein MreB
EHLCDNJP_01252	CDS	1113	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
EHLCDNJP_01253	CDS	351				hypothetical protein
EHLCDNJP_01254	CDS	654				hypothetical protein
EHLCDNJP_01255	CDS	507	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
EHLCDNJP_01256	tRNA	93				tRNA-Ser(gct)
EHLCDNJP_01257	CDS	1242	surA_2	5.2.1.8		Chaperone SurA
EHLCDNJP_01258	CDS	621	pyrK			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
EHLCDNJP_01259	CDS	552		6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
EHLCDNJP_01260	CDS	1548	ftsI	3.4.16.4		putative peptidoglycan D,D-transpeptidase FtsI
EHLCDNJP_01261	CDS	930	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
EHLCDNJP_01262	CDS	1896	htpG		COG0326	Chaperone protein HtpG
EHLCDNJP_01263	CDS	2766				hypothetical protein
EHLCDNJP_01264	CDS	1209	hemA	2.3.1.37	COG0156	5-aminolevulinate synthase
EHLCDNJP_01265	CDS	696	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
EHLCDNJP_01266	CDS	567	efp			Elongation factor P
EHLCDNJP_01267	CDS	507	rimM		COG0806	Ribosome maturation factor RimM
EHLCDNJP_01268	CDS	1176	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
EHLCDNJP_01269	CDS	1428	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
EHLCDNJP_01270	CDS	480	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
EHLCDNJP_01271	CDS	1098	recF		COG1195	DNA replication and repair protein RecF
EHLCDNJP_01272	CDS	216				hypothetical protein
EHLCDNJP_01273	CDS	171				hypothetical protein
EHLCDNJP_01274	CDS	180				hypothetical protein
EHLCDNJP_01275	CDS	354				hypothetical protein
EHLCDNJP_01276	CDS	327				hypothetical protein
EHLCDNJP_01277	CDS	816				hypothetical protein
EHLCDNJP_01278	CDS	756	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
EHLCDNJP_01279	CDS	3456	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
EHLCDNJP_01280	CDS	261				hypothetical protein
EHLCDNJP_01281	CDS	384				hypothetical protein
EHLCDNJP_01282	CDS	981		2.3.1.43		Phosphatidylcholine-sterol acyltransferase
EHLCDNJP_01283	CDS	1926	rpoD		COG0568	RNA polymerase sigma factor RpoD
EHLCDNJP_01284	CDS	312	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
EHLCDNJP_01285	CDS	420				hypothetical protein
EHLCDNJP_01286	CDS	528				hypothetical protein
EHLCDNJP_01287	CDS	288				hypothetical protein
EHLCDNJP_01288	CDS	210				hypothetical protein
EHLCDNJP_01289	CDS	408	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
EHLCDNJP_01290	CDS	297				hypothetical protein
EHLCDNJP_01291	CDS	492	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
EHLCDNJP_01292	CDS	1827	mutL_2			DNA mismatch repair protein MutL
EHLCDNJP_01293	CDS	2655	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
EHLCDNJP_01294	CDS	789				hypothetical protein
EHLCDNJP_01295	CDS	597				hypothetical protein
EHLCDNJP_01296	CDS	672				hypothetical protein
EHLCDNJP_01297	CDS	153				hypothetical protein
EHLCDNJP_01298	CDS	1080				hypothetical protein
EHLCDNJP_01299	CDS	1479	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
EHLCDNJP_01300	CDS	177				hypothetical protein
EHLCDNJP_01301	CDS	225				hypothetical protein
EHLCDNJP_01302	CDS	858	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
EHLCDNJP_01303	CDS	399	rbfA			Ribosome-binding factor A
EHLCDNJP_01304	CDS	2325	infB			Translation initiation factor IF-2
EHLCDNJP_01305	CDS	1563	nusA		COG0195	Transcription termination/antitermination protein NusA
EHLCDNJP_01306	CDS	3075	ttgE			Toluene efflux pump membrane transporter TtgE
EHLCDNJP_01307	CDS	723				hypothetical protein
EHLCDNJP_01308	CDS	738				hypothetical protein
